# This is just a completely made-up phase diagram...
#  T(K)        P(GPa)                   PhaseName             G(eV/atom)
1640.00         35.00                      phase3         -7.84587800
1640.00         36.00                      phase3         -7.81131400
1640.00         37.00                      phase3         -7.77682100
1640.00         38.00                      phase3         -7.74239900
1640.00         39.00                      phase3         -7.70804600
1640.00         40.00                      phase3         -7.67376300
1640.00         41.00                      phase3         -7.63954800
1640.00         42.00                      phase3         -7.60540000
1640.00         43.00                      phase3         -7.57132000
1640.00         44.00                      phase3         -7.53730700
1640.00         45.00                      phase3         -7.50336000
1640.00         46.00                      phase3         -7.46947800
1640.00         47.00                      phase3         -7.43566100
1640.00         48.00                      phase3         -7.40190900
1640.00         49.00                      phase3         -7.36821900
1640.00         50.00                      phase3         -7.33459300
1640.00         51.00                      phase3         -7.30103000
1640.00         52.00                      phase3         -7.26752900
1640.00         53.00                      phase3         -7.23408900
1640.00         54.00                      phase3         -7.20071000
1640.00         55.00                      phase3         -7.16739200
1640.00         56.00                      phase3         -7.13413400
1640.00         57.00                      phase3         -7.10093500
1640.00         58.00                      phase3         -7.06779500
1640.00         59.00                      phase3         -7.03471300
1640.00         60.00                      phase3         -7.00169000
1640.00         61.00                      phase3         -6.96872500
1640.00         62.00                      phase3         -6.93581700
1640.00         63.00                      phase3         -6.90296600
1640.00         64.00                      phase3         -6.87017100
1640.00         65.00                      phase3         -6.83743100
1640.00         66.00                      phase3         -6.80474700
1640.00         67.00                      phase3         -6.77211800
1640.00         68.00                      phase3         -6.73954400
1640.00         69.00                      phase3         -6.70702400
1640.00         70.00                      phase3         -6.67455800
1640.00         71.00                      phase3         -6.64214500
1640.00         72.00                      phase3         -6.60978500
1640.00         73.00                      phase3         -6.57747800
1640.00         74.00                      phase3         -6.54522300
1640.00         75.00                      phase3         -6.51302000
1640.00         76.00                      phase3         -6.48086800
1640.00         77.00                      phase3         -6.44876800
1640.00         78.00                      phase3         -6.41671800
1640.00         79.00                      phase3         -6.38471900
1640.00         80.00                      phase3         -6.35277000
1640.00         81.00                      phase3         -6.32087100
1640.00         82.00                      phase3         -6.28902100
1640.00         83.00                      phase3         -6.25722100
1640.00         84.00                      phase3         -6.22546900
1640.00         85.00                      phase3         -6.19376500
1640.00         86.00                      phase3         -6.16211000
1640.00         87.00                      phase3         -6.13050200
1640.00         88.00                      phase3         -6.09894200
1640.00         89.00                      phase3         -6.06742900
1640.00         90.00                      phase3         -6.03596300
1640.00         91.00                      phase3         -6.00454400
1640.00         92.00                      phase3         -5.97317100
1640.00         93.00                      phase3         -5.94184400
1640.00         94.00                      phase3         -5.91056200
1640.00         95.00                      phase3         -5.87932600
1640.00         96.00                      phase3         -5.84813600
1640.00         97.00                      phase3         -5.81698900
1640.00         98.00                      phase3         -5.78588800
1640.00         99.00                      phase3         -5.75483100
1640.00        100.00                      phase3         -5.72381800
1650.00          0.00                      phase3         -9.11028300
1650.00          1.00                      phase3         -9.07262000
1650.00          2.00                      phase3         -9.03506700
1650.00          3.00                      phase3         -8.99762300
1650.00          4.00                      phase3         -8.96028500
1650.00          5.00                      phase3         -8.92305300
1650.00          6.00                      phase3         -8.88592400
1650.00          7.00                      phase3         -8.84889800
1650.00          8.00                      phase3         -8.81197100
1650.00          9.00                      phase3         -8.77514400
1650.00         10.00                      phase3         -8.73841500
1650.00         11.00                      phase3         -8.70178100
1650.00         12.00                      phase3         -8.66524300
1650.00         13.00                      phase3         -8.62879900
1650.00         14.00                      phase3         -8.59244700
1650.00         15.00                      phase3         -8.55618600
1650.00         16.00                      phase3         -8.52001700
1650.00         17.00                      phase3         -8.48393500
1650.00         18.00                      phase3         -8.44794200
1650.00         19.00                      phase3         -8.41203600
1650.00         20.00                      phase3         -8.37621500
1650.00         21.00                      phase3         -8.34047900
1650.00         22.00                      phase3         -8.30482700
1650.00         23.00                      phase3         -8.26925800
1650.00         24.00                      phase3         -8.23377000
1650.00         25.00                      phase3         -8.19836400
1650.00         26.00                      phase3         -8.16303700
1650.00         27.00                      phase3         -8.12778900
1650.00         28.00                      phase3         -8.09262000
1650.00         29.00                      phase3         -8.05752900
1650.00         30.00                      phase3         -8.02251400
1650.00         31.00                      phase3         -7.98757400
1650.00         32.00                      phase3         -7.95271000
1650.00         33.00                      phase3         -7.91792000
1650.00         34.00                      phase3         -7.88320300
1650.00         35.00                      phase3         -7.84855900
1650.00         36.00                      phase3         -7.81398700
1650.00         37.00                      phase3         -7.77948700
1650.00         38.00                      phase3         -7.74505700
1650.00         39.00                      phase3         -7.71069600
1650.00         40.00                      phase3         -7.67640500
1650.00         41.00                      phase3         -7.64218300
1650.00         42.00                      phase3         -7.60802800
1650.00         43.00                      phase3         -7.57394100
1650.00         44.00                      phase3         -7.53992100
1650.00         45.00                      phase3         -7.50596700
1650.00         46.00                      phase3         -7.47207800
1650.00         47.00                      phase3         -7.43825400
1650.00         48.00                      phase3         -7.40449400
1650.00         49.00                      phase3         -7.37079800
1650.00         50.00                      phase3         -7.33716600
1650.00         51.00                      phase3         -7.30359600
1650.00         52.00                      phase3         -7.27008800
1650.00         53.00                      phase3         -7.23664100
1650.00         54.00                      phase3         -7.20325600
1650.00         55.00                      phase3         -7.16993100
1650.00         56.00                      phase3         -7.13666600
1650.00         57.00                      phase3         -7.10346100
1650.00         58.00                      phase3         -7.07031500
1650.00         59.00                      phase3         -7.03722800
1650.00         60.00                      phase3         -7.00419800
1650.00         61.00                      phase3         -6.97122700
1650.00         62.00                      phase3         -6.93831300
1650.00         63.00                      phase3         -6.90545500
1650.00         64.00                      phase3         -6.87265400
1650.00         65.00                      phase3         -6.83990900
1650.00         66.00                      phase3         -6.80721900
1650.00         67.00                      phase3         -6.77458500
1650.00         68.00                      phase3         -6.74200500
1650.00         69.00                      phase3         -6.70947900
1650.00         70.00                      phase3         -6.67700700
1650.00         71.00                      phase3         -6.64458800
1650.00         72.00                      phase3         -6.61222300
1650.00         73.00                      phase3         -6.57991000
1650.00         74.00                      phase3         -6.54765000
1650.00         75.00                      phase3         -6.51544100
1650.00         76.00                      phase3         -6.48328400
1650.00         77.00                      phase3         -6.45117800
1650.00         78.00                      phase3         -6.41912300
1650.00         79.00                      phase3         -6.38711900
1650.00         80.00                      phase3         -6.35516500
1650.00         81.00                      phase3         -6.32326100
1650.00         82.00                      phase3         -6.29140600
1650.00         83.00                      phase3         -6.25960000
1650.00         84.00                      phase3         -6.22784300
1650.00         85.00                      phase3         -6.19613400
1650.00         86.00                      phase3         -6.16447400
1650.00         87.00                      phase3         -6.13286200
1650.00         88.00                      phase3         -6.10129700
1650.00         89.00                      phase3         -6.06977900
1650.00         90.00                      phase3         -6.03830800
1650.00         91.00                      phase3         -6.00688400
1650.00         92.00                      phase3         -5.97550600
1650.00         93.00                      phase3         -5.94417400
1650.00         94.00                      phase3         -5.91288800
1650.00         95.00                      phase3         -5.88164700
1650.00         96.00                      phase3         -5.85045100
1650.00         97.00                      phase3         -5.81930100
1650.00         98.00                      phase3         -5.78819400
1650.00         99.00                      phase3         -5.75713300
1650.00        100.00                      phase3         -5.72611600
1660.00          0.00                      phase3         -9.11333100
1660.00          1.00                      phase3         -9.07565500
1660.00          2.00                      phase3         -9.03809000
1660.00          3.00                      phase3         -9.00063300
1660.00          4.00                      phase3         -8.96328300
1660.00          5.00                      phase3         -8.92603900
1660.00          6.00                      phase3         -8.88889800
1660.00          7.00                      phase3         -8.85186000
1660.00          8.00                      phase3         -8.81492200
1660.00          9.00                      phase3         -8.77808300
1660.00         10.00                      phase3         -8.74134300
1660.00         11.00                      phase3         -8.70469900
1660.00         12.00                      phase3         -8.66815000
1660.00         13.00                      phase3         -8.63169500
1660.00         14.00                      phase3         -8.59533200
1660.00         15.00                      phase3         -8.55906100
1660.00         16.00                      phase3         -8.52288100
1660.00         17.00                      phase3         -8.48679000
1660.00         18.00                      phase3         -8.45078700
1660.00         19.00                      phase3         -8.41487100
1660.00         20.00                      phase3         -8.37904100
1660.00         21.00                      phase3         -8.34329500
1660.00         22.00                      phase3         -8.30763400
1660.00         23.00                      phase3         -8.27205500
1660.00         24.00                      phase3         -8.23655900
1660.00         25.00                      phase3         -8.20114300
1660.00         26.00                      phase3         -8.16580800
1660.00         27.00                      phase3         -8.13055200
1660.00         28.00                      phase3         -8.09537400
1660.00         29.00                      phase3         -8.06027300
1660.00         30.00                      phase3         -8.02525000
1660.00         31.00                      phase3         -7.99030300
1660.00         32.00                      phase3         -7.95543000
1660.00         33.00                      phase3         -7.92063200
1660.00         34.00                      phase3         -7.88590700
1660.00         35.00                      phase3         -7.85125500
1660.00         36.00                      phase3         -7.81667600
1660.00         37.00                      phase3         -7.78216700
1660.00         38.00                      phase3         -7.74773000
1660.00         39.00                      phase3         -7.71336200
1660.00         40.00                      phase3         -7.67906300
1660.00         41.00                      phase3         -7.64483300
1660.00         42.00                      phase3         -7.61067100
1660.00         43.00                      phase3         -7.57657700
1660.00         44.00                      phase3         -7.54255000
1660.00         45.00                      phase3         -7.50858800
1660.00         46.00                      phase3         -7.47469200
1660.00         47.00                      phase3         -7.44086100
1660.00         48.00                      phase3         -7.40709500
1660.00         49.00                      phase3         -7.37339200
1660.00         50.00                      phase3         -7.33975300
1660.00         51.00                      phase3         -7.30617600
1660.00         52.00                      phase3         -7.27266100
1660.00         53.00                      phase3         -7.23920800
1660.00         54.00                      phase3         -7.20581600
1660.00         55.00                      phase3         -7.17248500
1660.00         56.00                      phase3         -7.13921400
1660.00         57.00                      phase3         -7.10600300
1660.00         58.00                      phase3         -7.07285000
1660.00         59.00                      phase3         -7.03975600
1660.00         60.00                      phase3         -7.00672100
1660.00         61.00                      phase3         -6.97374400
1660.00         62.00                      phase3         -6.94082300
1660.00         63.00                      phase3         -6.90796000
1660.00         64.00                      phase3         -6.87515300
1660.00         65.00                      phase3         -6.84240200
1660.00         66.00                      phase3         -6.80970600
1660.00         67.00                      phase3         -6.77706500
1660.00         68.00                      phase3         -6.74448000
1660.00         69.00                      phase3         -6.71194800
1660.00         70.00                      phase3         -6.67947000
1660.00         71.00                      phase3         -6.64704600
1660.00         72.00                      phase3         -6.61467500
1660.00         73.00                      phase3         -6.58235700
1660.00         74.00                      phase3         -6.55009100
1660.00         75.00                      phase3         -6.51787700
1660.00         76.00                      phase3         -6.48571500
1660.00         77.00                      phase3         -6.45360300
1660.00         78.00                      phase3         -6.42154300
1660.00         79.00                      phase3         -6.38953300
1660.00         80.00                      phase3         -6.35757400
1660.00         81.00                      phase3         -6.32566500
1660.00         82.00                      phase3         -6.29380500
1660.00         83.00                      phase3         -6.26199400
1660.00         84.00                      phase3         -6.23023200
1660.00         85.00                      phase3         -6.19851800
1660.00         86.00                      phase3         -6.16685300
1660.00         87.00                      phase3         -6.13523500
1660.00         88.00                      phase3         -6.10366500
1660.00         89.00                      phase3         -6.07214200
1660.00         90.00                      phase3         -6.04066700
1660.00         91.00                      phase3         -6.00923800
1660.00         92.00                      phase3         -5.97785500
1660.00         93.00                      phase3         -5.94651800
1660.00         94.00                      phase3         -5.91522700
1660.00         95.00                      phase3         -5.88398200
1660.00         96.00                      phase3         -5.85278100
1660.00         97.00                      phase3         -5.82162600
1660.00         98.00                      phase3         -5.79051500
1660.00         99.00                      phase3         -5.75944900
1660.00        100.00                      phase3         -5.72842600
1670.00          0.00                      phase3         -9.11639600
1670.00          1.00                      phase3         -9.07870700
1670.00          2.00                      phase3         -9.04112900
1670.00          3.00                      phase3         -9.00365900
1670.00          4.00                      phase3         -8.96629700
1670.00          5.00                      phase3         -8.92904000
1670.00          6.00                      phase3         -8.89188800
1670.00          7.00                      phase3         -8.85483700
1670.00          8.00                      phase3         -8.81788800
1670.00          9.00                      phase3         -8.78103800
1670.00         10.00                      phase3         -8.74428600
1670.00         11.00                      phase3         -8.70763100
1670.00         12.00                      phase3         -8.67107200
1670.00         13.00                      phase3         -8.63460600
1670.00         14.00                      phase3         -8.59823300
1670.00         15.00                      phase3         -8.56195200
1670.00         16.00                      phase3         -8.52576100
1670.00         17.00                      phase3         -8.48966100
1670.00         18.00                      phase3         -8.45364800
1670.00         19.00                      phase3         -8.41772200
1670.00         20.00                      phase3         -8.38188200
1670.00         21.00                      phase3         -8.34612700
1670.00         22.00                      phase3         -8.31045600
1670.00         23.00                      phase3         -8.27486900
1670.00         24.00                      phase3         -8.23936300
1670.00         25.00                      phase3         -8.20393800
1670.00         26.00                      phase3         -8.16859400
1670.00         27.00                      phase3         -8.13332900
1670.00         28.00                      phase3         -8.09814300
1670.00         29.00                      phase3         -8.06303300
1670.00         30.00                      phase3         -8.02800200
1670.00         31.00                      phase3         -7.99304600
1670.00         32.00                      phase3         -7.95816600
1670.00         33.00                      phase3         -7.92335900
1670.00         34.00                      phase3         -7.88862600
1670.00         35.00                      phase3         -7.85396700
1670.00         36.00                      phase3         -7.81937900
1670.00         37.00                      phase3         -7.78486300
1670.00         38.00                      phase3         -7.75041700
1670.00         39.00                      phase3         -7.71604200
1670.00         40.00                      phase3         -7.68173600
1670.00         41.00                      phase3         -7.64749900
1670.00         42.00                      phase3         -7.61332900
1670.00         43.00                      phase3         -7.57922700
1670.00         44.00                      phase3         -7.54519300
1670.00         45.00                      phase3         -7.51122500
1670.00         46.00                      phase3         -7.47732200
1670.00         47.00                      phase3         -7.44348400
1670.00         48.00                      phase3         -7.40971000
1670.00         49.00                      phase3         -7.37600000
1670.00         50.00                      phase3         -7.34235400
1670.00         51.00                      phase3         -7.30877100
1670.00         52.00                      phase3         -7.27524900
1670.00         53.00                      phase3         -7.24179000
1670.00         54.00                      phase3         -7.20839200
1670.00         55.00                      phase3         -7.17505400
1670.00         56.00                      phase3         -7.14177600
1670.00         57.00                      phase3         -7.10855900
1670.00         58.00                      phase3         -7.07540000
1670.00         59.00                      phase3         -7.04230000
1670.00         60.00                      phase3         -7.00925800
1670.00         61.00                      phase3         -6.97627500
1670.00         62.00                      phase3         -6.94334800
1670.00         63.00                      phase3         -6.91047900
1670.00         64.00                      phase3         -6.87766600
1670.00         65.00                      phase3         -6.84490900
1670.00         66.00                      phase3         -6.81220700
1670.00         67.00                      phase3         -6.77956100
1670.00         68.00                      phase3         -6.74696900
1670.00         69.00                      phase3         -6.71443200
1670.00         70.00                      phase3         -6.68194900
1670.00         71.00                      phase3         -6.64951900
1670.00         72.00                      phase3         -6.61714200
1670.00         73.00                      phase3         -6.58481800
1670.00         74.00                      phase3         -6.55254700
1670.00         75.00                      phase3         -6.52032700
1670.00         76.00                      phase3         -6.48816000
1670.00         77.00                      phase3         -6.45604300
1670.00         78.00                      phase3         -6.42397700
1670.00         79.00                      phase3         -6.39196200
1670.00         80.00                      phase3         -6.35999800
1670.00         81.00                      phase3         -6.32808300
1670.00         82.00                      phase3         -6.29621800
1670.00         83.00                      phase3         -6.26440200
1670.00         84.00                      phase3         -6.23263400
1670.00         85.00                      phase3         -6.20091600
1670.00         86.00                      phase3         -6.16924500
1670.00         87.00                      phase3         -6.13762300
1670.00         88.00                      phase3         -6.10604800
1670.00         89.00                      phase3         -6.07452000
1670.00         90.00                      phase3         -6.04304000
1670.00         91.00                      phase3         -6.01160600
1670.00         92.00                      phase3         -5.98021800
1670.00         93.00                      phase3         -5.94887700
1670.00         94.00                      phase3         -5.91758100
1670.00         95.00                      phase3         -5.88633100
1670.00         96.00                      phase3         -5.85512600
1670.00         97.00                      phase3         -5.82396600
1670.00         98.00                      phase3         -5.79285000
1670.00         99.00                      phase3         -5.76177900
1670.00        100.00                      phase3         -5.73075200
1680.00          0.00                      phase3         -9.11947700
1680.00          1.00                      phase3         -9.08177500
1680.00          2.00                      phase3         -9.04418300
1680.00          3.00                      phase3         -9.00670100
1680.00          4.00                      phase3         -8.96932600
1680.00          5.00                      phase3         -8.93205800
1680.00          6.00                      phase3         -8.89489300
1680.00          7.00                      phase3         -8.85783100
1680.00          8.00                      phase3         -8.82087000
1680.00          9.00                      phase3         -8.78400900
1680.00         10.00                      phase3         -8.74724600
1680.00         11.00                      phase3         -8.71058000
1680.00         12.00                      phase3         -8.67400900
1680.00         13.00                      phase3         -8.63753300
1680.00         14.00                      phase3         -8.60115000
1680.00         15.00                      phase3         -8.56485800
1680.00         16.00                      phase3         -8.52865700
1680.00         17.00                      phase3         -8.49254600
1680.00         18.00                      phase3         -8.45652300
1680.00         19.00                      phase3         -8.42058800
1680.00         20.00                      phase3         -8.38473800
1680.00         21.00                      phase3         -8.34897400
1680.00         22.00                      phase3         -8.31329400
1680.00         23.00                      phase3         -8.27769700
1680.00         24.00                      phase3         -8.24218200
1680.00         25.00                      phase3         -8.20674900
1680.00         26.00                      phase3         -8.17139500
1680.00         27.00                      phase3         -8.13612200
1680.00         28.00                      phase3         -8.10092600
1680.00         29.00                      phase3         -8.06580900
1680.00         30.00                      phase3         -8.03076900
1680.00         31.00                      phase3         -7.99580500
1680.00         32.00                      phase3         -7.96091600
1680.00         33.00                      phase3         -7.92610100
1680.00         34.00                      phase3         -7.89136000
1680.00         35.00                      phase3         -7.85669300
1680.00         36.00                      phase3         -7.82209700
1680.00         37.00                      phase3         -7.78757300
1680.00         38.00                      phase3         -7.75312000
1680.00         39.00                      phase3         -7.71873700
1680.00         40.00                      phase3         -7.68442400
1680.00         41.00                      phase3         -7.65017900
1680.00         42.00                      phase3         -7.61600200
1680.00         43.00                      phase3         -7.58189300
1680.00         44.00                      phase3         -7.54785100
1680.00         45.00                      phase3         -7.51387600
1680.00         46.00                      phase3         -7.47996600
1680.00         47.00                      phase3         -7.44612100
1680.00         48.00                      phase3         -7.41234000
1680.00         49.00                      phase3         -7.37862400
1680.00         50.00                      phase3         -7.34497100
1680.00         51.00                      phase3         -7.31138000
1680.00         52.00                      phase3         -7.27785200
1680.00         53.00                      phase3         -7.24438600
1680.00         54.00                      phase3         -7.21098100
1680.00         55.00                      phase3         -7.17763700
1680.00         56.00                      phase3         -7.14435300
1680.00         57.00                      phase3         -7.11112900
1680.00         58.00                      phase3         -7.07796400
1680.00         59.00                      phase3         -7.04485800
1680.00         60.00                      phase3         -7.01181000
1680.00         61.00                      phase3         -6.97882000
1680.00         62.00                      phase3         -6.94588800
1680.00         63.00                      phase3         -6.91301200
1680.00         64.00                      phase3         -6.88019300
1680.00         65.00                      phase3         -6.84743000
1680.00         66.00                      phase3         -6.81472300
1680.00         67.00                      phase3         -6.78207000
1680.00         68.00                      phase3         -6.74947300
1680.00         69.00                      phase3         -6.71693000
1680.00         70.00                      phase3         -6.68444100
1680.00         71.00                      phase3         -6.65200600
1680.00         72.00                      phase3         -6.61962300
1680.00         73.00                      phase3         -6.58729400
1680.00         74.00                      phase3         -6.55501700
1680.00         75.00                      phase3         -6.52279200
1680.00         76.00                      phase3         -6.49061900
1680.00         77.00                      phase3         -6.45849700
1680.00         78.00                      phase3         -6.42642600
1680.00         79.00                      phase3         -6.39440500
1680.00         80.00                      phase3         -6.36243600
1680.00         81.00                      phase3         -6.33051600
1680.00         82.00                      phase3         -6.29864500
1680.00         83.00                      phase3         -6.26682400
1680.00         84.00                      phase3         -6.23505200
1680.00         85.00                      phase3         -6.20332800
1680.00         86.00                      phase3         -6.17165200
1680.00         87.00                      phase3         -6.14002500
1680.00         88.00                      phase3         -6.10844500
1680.00         89.00                      phase3         -6.07691200
1680.00         90.00                      phase3         -6.04542700
1680.00         91.00                      phase3         -6.01398800
1680.00         92.00                      phase3         -5.98259500
1680.00         93.00                      phase3         -5.95124900
1680.00         94.00                      phase3         -5.91994900
1680.00         95.00                      phase3         -5.88869400
1680.00         96.00                      phase3         -5.85748400
1680.00         97.00                      phase3         -5.82631900
1680.00         98.00                      phase3         -5.79519900
1680.00         99.00                      phase3         -5.76412400
1680.00        100.00                      phase3         -5.73309200
1690.00          0.00                      phase3         -9.12257300
1690.00          1.00                      phase3         -9.08485800
1690.00          2.00                      phase3         -9.04725400
1690.00          3.00                      phase3         -9.00975900
1690.00          4.00                      phase3         -8.97237100
1690.00          5.00                      phase3         -8.93509000
1690.00          6.00                      phase3         -8.89791400
1690.00          7.00                      phase3         -8.86084000
1690.00          8.00                      phase3         -8.82386800
1690.00          9.00                      phase3         -8.78699500
1690.00         10.00                      phase3         -8.75022100
1690.00         11.00                      phase3         -8.71354400
1690.00         12.00                      phase3         -8.67696200
1690.00         13.00                      phase3         -8.64047500
1690.00         14.00                      phase3         -8.60408100
1690.00         15.00                      phase3         -8.56777900
1690.00         16.00                      phase3         -8.53156800
1690.00         17.00                      phase3         -8.49544700
1690.00         18.00                      phase3         -8.45941500
1690.00         19.00                      phase3         -8.42346900
1690.00         20.00                      phase3         -8.38761000
1690.00         21.00                      phase3         -8.35183600
1690.00         22.00                      phase3         -8.31614700
1690.00         23.00                      phase3         -8.28054000
1690.00         24.00                      phase3         -8.24501700
1690.00         25.00                      phase3         -8.20957400
1690.00         26.00                      phase3         -8.17421200
1690.00         27.00                      phase3         -8.13892900
1690.00         28.00                      phase3         -8.10372500
1690.00         29.00                      phase3         -8.06859900
1690.00         30.00                      phase3         -8.03355100
1690.00         31.00                      phase3         -7.99857800
1690.00         32.00                      phase3         -7.96368100
1690.00         33.00                      phase3         -7.92885800
1690.00         34.00                      phase3         -7.89411000
1690.00         35.00                      phase3         -7.85943400
1690.00         36.00                      phase3         -7.82483000
1690.00         37.00                      phase3         -7.79029900
1690.00         38.00                      phase3         -7.75583800
1690.00         39.00                      phase3         -7.72144700
1690.00         40.00                      phase3         -7.68712600
1690.00         41.00                      phase3         -7.65287400
1690.00         42.00                      phase3         -7.61869000
1690.00         43.00                      phase3         -7.58457300
1690.00         44.00                      phase3         -7.55052300
1690.00         45.00                      phase3         -7.51654100
1690.00         46.00                      phase3         -7.48262400
1690.00         47.00                      phase3         -7.44877200
1690.00         48.00                      phase3         -7.41498500
1690.00         49.00                      phase3         -7.38126100
1690.00         50.00                      phase3         -7.34760200
1690.00         51.00                      phase3         -7.31400500
1690.00         52.00                      phase3         -7.28047000
1690.00         53.00                      phase3         -7.24699700
1690.00         54.00                      phase3         -7.21358600
1690.00         55.00                      phase3         -7.18023500
1690.00         56.00                      phase3         -7.14694500
1690.00         57.00                      phase3         -7.11371400
1690.00         58.00                      phase3         -7.08054300
1690.00         59.00                      phase3         -7.04743000
1690.00         60.00                      phase3         -7.01437600
1690.00         61.00                      phase3         -6.98138000
1690.00         62.00                      phase3         -6.94844200
1690.00         63.00                      phase3         -6.91556000
1690.00         64.00                      phase3         -6.88273500
1690.00         65.00                      phase3         -6.84996600
1690.00         66.00                      phase3         -6.81725300
1690.00         67.00                      phase3         -6.78459500
1690.00         68.00                      phase3         -6.75199100
1690.00         69.00                      phase3         -6.71944300
1690.00         70.00                      phase3         -6.68694800
1690.00         71.00                      phase3         -6.65450700
1690.00         72.00                      phase3         -6.62211900
1690.00         73.00                      phase3         -6.58978400
1690.00         74.00                      phase3         -6.55750100
1690.00         75.00                      phase3         -6.52527100
1690.00         76.00                      phase3         -6.49309200
1690.00         77.00                      phase3         -6.46096500
1690.00         78.00                      phase3         -6.42888800
1690.00         79.00                      phase3         -6.39686200
1690.00         80.00                      phase3         -6.36488800
1690.00         81.00                      phase3         -6.33296300
1690.00         82.00                      phase3         -6.30108700
1690.00         83.00                      phase3         -6.26926000
1690.00         84.00                      phase3         -6.23748300
1690.00         85.00                      phase3         -6.20575400
1690.00         86.00                      phase3         -6.17407300
1690.00         87.00                      phase3         -6.14244100
1690.00         88.00                      phase3         -6.11085600
1690.00         89.00                      phase3         -6.07931800
1690.00         90.00                      phase3         -6.04782800
1690.00         91.00                      phase3         -6.01638400
1690.00         92.00                      phase3         -5.98498700
1690.00         93.00                      phase3         -5.95363600
1690.00         94.00                      phase3         -5.92233100
1690.00         95.00                      phase3         -5.89107100
1690.00         96.00                      phase3         -5.85985600
1690.00         97.00                      phase3         -5.82868700
1690.00         98.00                      phase3         -5.79756200
1690.00         99.00                      phase3         -5.76648200
1690.00        100.00                      phase3         -5.73544600
1700.00          0.00                      phase3         -9.12568600
1700.00          1.00                      phase3         -9.08795700
1700.00          2.00                      phase3         -9.05034000
1700.00          3.00                      phase3         -9.01283200
1700.00          4.00                      phase3         -8.97543200
1700.00          5.00                      phase3         -8.93813900
1700.00          6.00                      phase3         -8.90095100
1700.00          7.00                      phase3         -8.86386500
1700.00          8.00                      phase3         -8.82688100
1700.00          9.00                      phase3         -8.78999700
1700.00         10.00                      phase3         -8.75321100
1700.00         11.00                      phase3         -8.71652300
1700.00         12.00                      phase3         -8.67993100
1700.00         13.00                      phase3         -8.64343300
1700.00         14.00                      phase3         -8.60702800
1700.00         15.00                      phase3         -8.57071600
1700.00         16.00                      phase3         -8.53449400
1700.00         17.00                      phase3         -8.49836400
1700.00         18.00                      phase3         -8.46232100
1700.00         19.00                      phase3         -8.42636600
1700.00         20.00                      phase3         -8.39049700
1700.00         21.00                      phase3         -8.35471300
1700.00         22.00                      phase3         -8.31901400
1700.00         23.00                      phase3         -8.28339900
1700.00         24.00                      phase3         -8.24786600
1700.00         25.00                      phase3         -8.21241400
1700.00         26.00                      phase3         -8.17704300
1700.00         27.00                      phase3         -8.14175200
1700.00         28.00                      phase3         -8.10653900
1700.00         29.00                      phase3         -8.07140500
1700.00         30.00                      phase3         -8.03634800
1700.00         31.00                      phase3         -8.00136700
1700.00         32.00                      phase3         -7.96646100
1700.00         33.00                      phase3         -7.93163000
1700.00         34.00                      phase3         -7.89687300
1700.00         35.00                      phase3         -7.86219000
1700.00         36.00                      phase3         -7.82757800
1700.00         37.00                      phase3         -7.79303900
1700.00         38.00                      phase3         -7.75857000
1700.00         39.00                      phase3         -7.72417200
1700.00         40.00                      phase3         -7.68984300
1700.00         41.00                      phase3         -7.65558300
1700.00         42.00                      phase3         -7.62139200
1700.00         43.00                      phase3         -7.58726800
1700.00         44.00                      phase3         -7.55321100
1700.00         45.00                      phase3         -7.51922200
1700.00         46.00                      phase3         -7.48529800
1700.00         47.00                      phase3         -7.45143900
1700.00         48.00                      phase3         -7.41764400
1700.00         49.00                      phase3         -7.38391400
1700.00         50.00                      phase3         -7.35024700
1700.00         51.00                      phase3         -7.31664300
1700.00         52.00                      phase3         -7.28310200
1700.00         53.00                      phase3         -7.24962300
1700.00         54.00                      phase3         -7.21620500
1700.00         55.00                      phase3         -7.18284700
1700.00         56.00                      phase3         -7.14955100
1700.00         57.00                      phase3         -7.11631400
1700.00         58.00                      phase3         -7.08313600
1700.00         59.00                      phase3         -7.05001700
1700.00         60.00                      phase3         -7.01695600
1700.00         61.00                      phase3         -6.98395500
1700.00         62.00                      phase3         -6.95101000
1700.00         63.00                      phase3         -6.91812200
1700.00         64.00                      phase3         -6.88529100
1700.00         65.00                      phase3         -6.85251600
1700.00         66.00                      phase3         -6.81979700
1700.00         67.00                      phase3         -6.78713300
1700.00         68.00                      phase3         -6.75452400
1700.00         69.00                      phase3         -6.72196900
1700.00         70.00                      phase3         -6.68946900
1700.00         71.00                      phase3         -6.65702200
